0,0,0,0,0,0,0,0,0,0,0,0,40481,38575,55570,37804,0,0,0,0,15.489980, 16.312559, 16.031725, 16.048346, 37.946537, -90.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -40.000000, 15.489745, 16.312536, 16.031666, 16.048277, 37.946381, -49.596943
0,0,0,0,0,0,0,0,0,0,0,0,40558,38543,55623,37674,0,0,0,0,15.210439, 16.033018, 15.752184, 15.768805, 37.666996, -90.000000, -0.558613, -0.559036, -0.558964, -0.558945, -0.558769, -40.000000, 15.489875, 16.313492, 16.031519, 16.047489, 37.946209, -53.495121
0,0,0,0,0,0,0,0,0,0,0,0,40405,38626,55570,37785,0,0,0,0,14.930898, 15.753477, 15.472643, 15.489264, 37.387455, -90.000000, -1.117954, -1.120029, -1.117752, -1.116451, -1.117508, -40.000000, 15.488086, 16.309847, 16.031513, 16.047150, 37.943794, -61.053970
0,0,0,0,0,0,0,0,0,0,0,0,40519,38575,55544,37766,0,0,0,0,14.652577, 15.475157, 15.194323, 15.210943, 37.109135, -90.000000, -1.671017, -1.669380, -1.674381, -1.672413, -1.669319, -40.000000, 15.486929, 16.306726, 16.031570, 16.046312, 37.941856, -70.107529
0,0,0,0,0,0,0,0,0,0,0,0,40558,38543,55544,37711,0,0,0,0,14.374257, 15.196836, 14.916002, 14.932623, 36.830814, -90.000000, -2.225344, -2.219780, -2.231136, -2.227379, -2.222084, -39.784943, 15.483438, 16.297195, 16.030865, 16.046812, 37.937019, -79.915154
0,0,0,0,0,0,0,0,0,0,0,0,40423,38626,55598,37712,0,0,0,0,14.094716, 14.917295, 14.636461, 14.653082, 36.551273, -90.000000, -2.777445, -2.759800, -2.788807, -2.787460, -2.771492, -20.169693, 15.474540, 16.279722, 16.030912, 16.045824, 37.925316, -88.779709
0,0,0,0,0,0,0,0,0,0,0,0,40462,38591,55651,37730,0,0,0,0,13.817616, 14.640196, 14.359362, 14.375982, 36.274174, -90.000000, -3.313847, -3.279053, -3.343102, -3.339684, -3.302284, -2.440582, 15.463985, 16.252028, 16.031231, 16.044447, 37.908962, -95.568108
0,0,0,0,0,0,0,0,0,0,0,0,40481,38591,55570,37711,0,0,0,0,13.538075, 14.360655, 14.079821, 14.096441, 35.994633, -90.000000, -3.851820, -3.782745, -3.902821, -3.896011, -3.828659, 11.136215, 15.455832, 16.225216, 16.030552, 16.044132, 37.864300, -98.214851
0,0,0,0,0,0,0,0,0,0,0,0,40596,38559,55516,37730,0,0,0,0,13.260976, 14.083555, 13.802721, 13.819342, 35.717533, -90.000000, -4.389711, -4.283321, -4.455662, -4.449581, -4.293533, 16.429703, 15.446221, 16.224894, 16.021805, 16.043133, 37.849316, -97.035957
0,0,0,0,0,0,0,0,0,0,0,0,40519,38543,55544,37693,0,0,0,0,12.981435, 13.804014, 13.523180, 13.539801, 35.437992, -90.000000, -4.929573, -4.841759, -4.997250, -5.006664, -4.822647, 14.071915, 15.425461, 16.225311, 16.021193, 16.041779, 37.846001, -93.934288
0,0,0,0,0,0,0,0,0,0,0,0,40539,38524,55544,37674,0,0,0,0,12.704335, 13.526915, 13.246080, 13.262701, 35.160892, -90.000000, -5.442251, -5.396793, -5.550224, -5.558155, -5.370216, 7.868576, 15.359883, 16.225815, 16.019588, 16.040981, 37.833210, -89.317924
0,0,0,0,0,0,0,0,0,0,0,0,40443,38524,55519,37768,0,0,0,0,12.424794, 13.247374, 12.966539, 12.983160, 34.881351, -90.000000, -5.870178, -5.956882, -6.106098, -6.115643, -5.903717, -1.364151, 15.194392, 16.221169, 16.014282, 16.037163, 37.777836, -86.179848
0,0,0,0,0,0,0,0,0,0,0,0,40558,38575,55677,37693,0,0,0,0,12.145253, 12.967833, 12.686998, 12.703619, 34.601810, -90.000000, -6.098278, -6.506672, -6.654568, -6.667088, -6.352051, -7.640305, 15.016691, 16.210835, 15.996381, 16.024448, 37.634125, -84.645050
0,0,0,0,0,0,0,0,0,0,0,0,40520,38575,55623,37785,0,0,0,0,11.868154, 12.690733, 12.409899, 12.426519, 34.324711, -90.000000, -6.297075, -7.040203, -7.172964, -7.195858, -6.618828, -10.709900, 14.911385, 16.176062, 15.964920, 16.008190, 37.424290, -84.927567
0,0,0,0,0,0,0,0,0,0,0,0,40596,38559,55677,37693,0,0,0,0,11.588613, 12.411192, 12.130358, 12.146978, 34.045170, -90.000000, -6.645544, -7.529739, -7.669125, -7.722424, -6.758240, -10.144867, 14.661695, 16.059853, 15.941928, 15.999555, 37.248905, -85.344643
0,0,0,0,0,0,0,0,0,0,0,0,40558,38492,55544,37674,0,0,0,0,11.311513, 12.134092, 11.853258, 11.869879, 33.768070, -90.000000, -6.700363, -7.851521, -8.177340, -8.259352, -6.961670, -9.310715, 14.434366, 16.031441, 15.926766, 15.990083, 37.038521, -86.146767
0,0,0,0,0,0,0,0,0,0,0,0,40500,38559,55570,37730,0,0,0,0,11.033193, 11.855772, 11.574938, 11.591558, 33.489750, -90.000000, -6.802347, -8.351337, -8.703657, -8.797049, -7.097542, -7.706467, 14.284462, 16.022383, 15.902788, 15.978927, 36.790546, -86.901695
0,0,0,0,0,0,0,0,0,0,0,0,40481,38626,55544,37768,0,0,0,0,10.751210, 11.573790, 11.292955, 11.309576, 33.207767, -90.000000, -7.066504, -8.897186, -9.219666, -9.338701, -7.165558, -6.196609, 14.062167, 16.007895, 15.827755, 15.962210, 36.585514, -87.136551
0,0,0,0,0,0,0,0,0,0,0,0,40482,38626,55677,37730,0,0,0,0,10.474111, 11.296690, 11.015856, 11.032476, 32.930668, -90.000000, -7.176113, -9.422409, -9.623798, -9.859467, -7.309692, -5.726898, 13.849014, 16.001514, 15.594001, 15.937479, 36.341404, -87.135612
0,0,0,0,0,0,0,0,0,0,0,0,40500,38508,55544,37730,0,0,0,0,10.194570, 11.017149, 10.736315, 10.752935, 32.651127, -90.000000, -7.308889, -9.968731, -9.715372, -10.369087, -7.380554, -5.728775, 13.678848, 15.965944, 15.440474, 15.831660, 36.098400, -87.137184
0,0,0,0,0,0,0,0,0,0,0,0,40500,38575,55544,37674,0,0,0,0,9.916249, 10.738829, 10.457994, 10.474615, 32.372807, -90.000000, -7.525198, -10.454231, -9.964958, -10.714090, -7.451187, -5.725632, 13.436599, 15.894803, 15.307840, 15.653442, 35.875999, -87.148003
